image_id,filename,file_path,label,label_name,category,width,height,format,split
IMG_SAFE_00761,safe_00761.jpg,vision_detector/dataset/safe/safe_00761.jpg,0,SAFE,benign_nature_visual,500,400,JPEG,val
IMG_SAFE_00672,safe_00672.jpg,vision_detector/dataset/safe/safe_00672.jpg,0,SAFE,benign_nature_visual,640,481,JPEG,val
IMG_JAIL_00301,jailbreak_00301.jpg,vision_detector/dataset/jailbreak/jailbreak_00301.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_SAFE_00052,safe_00052.jpg,vision_detector/dataset/safe/safe_00052.jpg,0,SAFE,benign_nature_visual,425,640,JPEG,train
IMG_JAIL_00724,jailbreak_00724.jpg,vision_detector/dataset/jailbreak/jailbreak_00724.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_SAFE_00892,safe_00892.jpg,vision_detector/dataset/safe/safe_00892.jpg,0,SAFE,benign_nature_visual,640,640,JPEG,train
IMG_JAIL_00638,jailbreak_00638.jpg,vision_detector/dataset/jailbreak/jailbreak_00638.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,val
IMG_SAFE_00592,safe_00592.jpg,vision_detector/dataset/safe/safe_00592.jpg,0,SAFE,benign_nature_visual,640,426,JPEG,train
IMG_SAFE_00601,safe_00601.jpg,vision_detector/dataset/safe/safe_00601.jpg,0,SAFE,benign_nature_visual,640,426,JPEG,test
IMG_JAIL_00775,jailbreak_00775.jpg,vision_detector/dataset/jailbreak/jailbreak_00775.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00116,jailbreak_00116.jpg,vision_detector/dataset/jailbreak/jailbreak_00116.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00167,jailbreak_00167.jpg,vision_detector/dataset/jailbreak/jailbreak_00167.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,test
IMG_JAIL_00095,jailbreak_00095.jpg,vision_detector/dataset/jailbreak/jailbreak_00095.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_SAFE_00378,safe_00378.jpg,vision_detector/dataset/safe/safe_00378.jpg,0,SAFE,benign_nature_visual,361,640,JPEG,train
IMG_JAIL_00841,jailbreak_00841.jpg,vision_detector/dataset/jailbreak/jailbreak_00841.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,test
IMG_JAIL_00596,jailbreak_00596.jpg,vision_detector/dataset/jailbreak/jailbreak_00596.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_SAFE_00362,safe_00362.jpg,vision_detector/dataset/safe/safe_00362.jpg,0,SAFE,benign_nature_visual,640,424,JPEG,train
IMG_SAFE_00502,safe_00502.jpg,vision_detector/dataset/safe/safe_00502.jpg,0,SAFE,benign_nature_visual,427,640,JPEG,train
IMG_SAFE_01000,safe_01000.jpg,vision_detector/dataset/safe/safe_01000.jpg,0,SAFE,benign_nature_visual,500,377,JPEG,train
IMG_JAIL_00886,jailbreak_00886.jpg,vision_detector/dataset/jailbreak/jailbreak_00886.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_JAIL_00065,jailbreak_00065.jpg,vision_detector/dataset/jailbreak/jailbreak_00065.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,test
IMG_JAIL_00855,jailbreak_00855.jpg,vision_detector/dataset/jailbreak/jailbreak_00855.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_SAFE_00048,safe_00048.jpg,vision_detector/dataset/safe/safe_00048.jpg,0,SAFE,benign_nature_visual,640,425,JPEG,val
IMG_SAFE_00901,safe_00901.jpg,vision_detector/dataset/safe/safe_00901.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_JAIL_00127,jailbreak_00127.jpg,vision_detector/dataset/jailbreak/jailbreak_00127.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00371,jailbreak_00371.jpg,vision_detector/dataset/jailbreak/jailbreak_00371.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00914,jailbreak_00914.jpg,vision_detector/dataset/jailbreak/jailbreak_00914.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,val
IMG_SAFE_00706,safe_00706.jpg,vision_detector/dataset/safe/safe_00706.jpg,0,SAFE,benign_nature_visual,480,640,JPEG,train
IMG_JAIL_00420,jailbreak_00420.jpg,vision_detector/dataset/jailbreak/jailbreak_00420.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_SAFE_00198,safe_00198.jpg,vision_detector/dataset/safe/safe_00198.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,val
IMG_SAFE_00766,safe_00766.jpg,vision_detector/dataset/safe/safe_00766.jpg,0,SAFE,benign_nature_visual,361,640,JPEG,val
IMG_SAFE_00359,safe_00359.jpg,vision_detector/dataset/safe/safe_00359.jpg,0,SAFE,benign_nature_visual,640,427,JPEG,val
IMG_SAFE_00984,safe_00984.jpg,vision_detector/dataset/safe/safe_00984.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_SAFE_00001,safe_00001.jpg,vision_detector/dataset/safe/safe_00001.jpg,0,SAFE,benign_nature_visual,516,640,JPEG,train
IMG_SAFE_00728,safe_00728.jpg,vision_detector/dataset/safe/safe_00728.jpg,0,SAFE,benign_nature_visual,640,427,JPEG,val
IMG_JAIL_00992,jailbreak_00992.jpg,vision_detector/dataset/jailbreak/jailbreak_00992.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00262,jailbreak_00262.jpg,vision_detector/dataset/jailbreak/jailbreak_00262.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_JAIL_00509,jailbreak_00509.jpg,vision_detector/dataset/jailbreak/jailbreak_00509.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,test
IMG_SAFE_00900,safe_00900.jpg,vision_detector/dataset/safe/safe_00900.jpg,0,SAFE,benign_nature_visual,428,640,JPEG,train
IMG_SAFE_00147,safe_00147.jpg,vision_detector/dataset/safe/safe_00147.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,val
IMG_SAFE_00816,safe_00816.jpg,vision_detector/dataset/safe/safe_00816.jpg,0,SAFE,benign_nature_visual,480,640,JPEG,test
IMG_JAIL_00662,jailbreak_00662.jpg,vision_detector/dataset/jailbreak/jailbreak_00662.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,test
IMG_JAIL_00787,jailbreak_00787.jpg,vision_detector/dataset/jailbreak/jailbreak_00787.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_SAFE_00202,safe_00202.jpg,vision_detector/dataset/safe/safe_00202.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,test
IMG_SAFE_00105,safe_00105.jpg,vision_detector/dataset/safe/safe_00105.jpg,0,SAFE,benign_nature_visual,640,512,JPEG,train
IMG_JAIL_00770,jailbreak_00770.jpg,vision_detector/dataset/jailbreak/jailbreak_00770.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,test
IMG_SAFE_00079,safe_00079.jpg,vision_detector/dataset/safe/safe_00079.jpg,0,SAFE,benign_nature_visual,619,640,JPEG,train
IMG_JAIL_00166,jailbreak_00166.jpg,vision_detector/dataset/jailbreak/jailbreak_00166.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_JAIL_00031,jailbreak_00031.jpg,vision_detector/dataset/jailbreak/jailbreak_00031.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00850,jailbreak_00850.jpg,vision_detector/dataset/jailbreak/jailbreak_00850.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_JAIL_00814,jailbreak_00814.jpg,vision_detector/dataset/jailbreak/jailbreak_00814.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_SAFE_00436,safe_00436.jpg,vision_detector/dataset/safe/safe_00436.jpg,0,SAFE,benign_nature_visual,640,425,JPEG,test
IMG_SAFE_00184,safe_00184.jpg,vision_detector/dataset/safe/safe_00184.jpg,0,SAFE,benign_nature_visual,480,640,JPEG,val
IMG_JAIL_00677,jailbreak_00677.jpg,vision_detector/dataset/jailbreak/jailbreak_00677.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,val
IMG_JAIL_00477,jailbreak_00477.jpg,vision_detector/dataset/jailbreak/jailbreak_00477.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,test
IMG_JAIL_00743,jailbreak_00743.jpg,vision_detector/dataset/jailbreak/jailbreak_00743.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,val
IMG_SAFE_00305,safe_00305.jpg,vision_detector/dataset/safe/safe_00305.jpg,0,SAFE,benign_nature_visual,640,427,JPEG,train
IMG_SAFE_00975,safe_00975.jpg,vision_detector/dataset/safe/safe_00975.jpg,0,SAFE,benign_nature_visual,640,303,JPEG,train
IMG_SAFE_00524,safe_00524.jpg,vision_detector/dataset/safe/safe_00524.jpg,0,SAFE,benign_nature_visual,640,427,JPEG,train
IMG_JAIL_00765,jailbreak_00765.jpg,vision_detector/dataset/jailbreak/jailbreak_00765.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_SAFE_00352,safe_00352.jpg,vision_detector/dataset/safe/safe_00352.jpg,0,SAFE,benign_nature_visual,640,425,JPEG,train
IMG_JAIL_00995,jailbreak_00995.jpg,vision_detector/dataset/jailbreak/jailbreak_00995.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00198,jailbreak_00198.jpg,vision_detector/dataset/jailbreak/jailbreak_00198.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,val
IMG_JAIL_00849,jailbreak_00849.jpg,vision_detector/dataset/jailbreak/jailbreak_00849.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,val
IMG_SAFE_00960,safe_00960.jpg,vision_detector/dataset/safe/safe_00960.jpg,0,SAFE,benign_nature_visual,640,512,JPEG,train
IMG_JAIL_00518,jailbreak_00518.jpg,vision_detector/dataset/jailbreak/jailbreak_00518.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_SAFE_00417,safe_00417.jpg,vision_detector/dataset/safe/safe_00417.jpg,0,SAFE,benign_nature_visual,449,640,JPEG,train
IMG_JAIL_00131,jailbreak_00131.jpg,vision_detector/dataset/jailbreak/jailbreak_00131.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,test
IMG_SAFE_00493,safe_00493.jpg,vision_detector/dataset/safe/safe_00493.jpg,0,SAFE,benign_nature_visual,500,332,JPEG,test
IMG_SAFE_00268,safe_00268.jpg,vision_detector/dataset/safe/safe_00268.jpg,0,SAFE,benign_nature_visual,479,640,JPEG,val
IMG_SAFE_00046,safe_00046.jpg,vision_detector/dataset/safe/safe_00046.jpg,0,SAFE,benign_nature_visual,640,640,JPEG,train
IMG_JAIL_00555,jailbreak_00555.jpg,vision_detector/dataset/jailbreak/jailbreak_00555.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00316,jailbreak_00316.jpg,vision_detector/dataset/jailbreak/jailbreak_00316.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,test
IMG_SAFE_00036,safe_00036.jpg,vision_detector/dataset/safe/safe_00036.jpg,0,SAFE,benign_nature_visual,480,640,JPEG,val
IMG_JAIL_00585,jailbreak_00585.jpg,vision_detector/dataset/jailbreak/jailbreak_00585.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_SAFE_00591,safe_00591.jpg,vision_detector/dataset/safe/safe_00591.jpg,0,SAFE,benign_nature_visual,426,640,JPEG,train
IMG_JAIL_00291,jailbreak_00291.jpg,vision_detector/dataset/jailbreak/jailbreak_00291.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00119,jailbreak_00119.jpg,vision_detector/dataset/jailbreak/jailbreak_00119.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00001,jailbreak_00001.jpg,vision_detector/dataset/jailbreak/jailbreak_00001.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_JAIL_00376,jailbreak_00376.jpg,vision_detector/dataset/jailbreak/jailbreak_00376.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_SAFE_00095,safe_00095.jpg,vision_detector/dataset/safe/safe_00095.jpg,0,SAFE,benign_nature_visual,640,426,JPEG,train
IMG_JAIL_00071,jailbreak_00071.jpg,vision_detector/dataset/jailbreak/jailbreak_00071.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_SAFE_00685,safe_00685.jpg,vision_detector/dataset/safe/safe_00685.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_JAIL_00964,jailbreak_00964.jpg,vision_detector/dataset/jailbreak/jailbreak_00964.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00289,jailbreak_00289.jpg,vision_detector/dataset/jailbreak/jailbreak_00289.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,test
IMG_JAIL_00467,jailbreak_00467.jpg,vision_detector/dataset/jailbreak/jailbreak_00467.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,test
IMG_JAIL_00922,jailbreak_00922.jpg,vision_detector/dataset/jailbreak/jailbreak_00922.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_JAIL_00499,jailbreak_00499.jpg,vision_detector/dataset/jailbreak/jailbreak_00499.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,test
IMG_JAIL_00635,jailbreak_00635.jpg,vision_detector/dataset/jailbreak/jailbreak_00635.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_SAFE_00531,safe_00531.jpg,vision_detector/dataset/safe/safe_00531.jpg,0,SAFE,benign_nature_visual,411,640,JPEG,train
IMG_SAFE_00857,safe_00857.jpg,vision_detector/dataset/safe/safe_00857.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,test
IMG_SAFE_00695,safe_00695.jpg,vision_detector/dataset/safe/safe_00695.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_JAIL_00704,jailbreak_00704.jpg,vision_detector/dataset/jailbreak/jailbreak_00704.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00842,jailbreak_00842.jpg,vision_detector/dataset/jailbreak/jailbreak_00842.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_SAFE_00568,safe_00568.jpg,vision_detector/dataset/safe/safe_00568.jpg,0,SAFE,benign_nature_visual,640,339,JPEG,train
IMG_SAFE_00545,safe_00545.jpg,vision_detector/dataset/safe/safe_00545.jpg,0,SAFE,benign_nature_visual,500,375,JPEG,train
IMG_JAIL_00231,jailbreak_00231.jpg,vision_detector/dataset/jailbreak/jailbreak_00231.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,test
IMG_SAFE_00740,safe_00740.jpg,vision_detector/dataset/safe/safe_00740.jpg,0,SAFE,benign_nature_visual,640,424,JPEG,val
IMG_JAIL_00819,jailbreak_00819.jpg,vision_detector/dataset/jailbreak/jailbreak_00819.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,test
IMG_JAIL_00235,jailbreak_00235.jpg,vision_detector/dataset/jailbreak/jailbreak_00235.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00225,jailbreak_00225.jpg,vision_detector/dataset/jailbreak/jailbreak_00225.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,val
IMG_SAFE_00823,safe_00823.jpg,vision_detector/dataset/safe/safe_00823.jpg,0,SAFE,benign_nature_visual,640,479,JPEG,train
IMG_JAIL_00864,jailbreak_00864.jpg,vision_detector/dataset/jailbreak/jailbreak_00864.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00476,jailbreak_00476.jpg,vision_detector/dataset/jailbreak/jailbreak_00476.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,test
IMG_SAFE_00455,safe_00455.jpg,vision_detector/dataset/safe/safe_00455.jpg,0,SAFE,benign_nature_visual,640,427,JPEG,test
IMG_SAFE_00647,safe_00647.jpg,vision_detector/dataset/safe/safe_00647.jpg,0,SAFE,benign_nature_visual,640,512,JPEG,test
IMG_SAFE_00643,safe_00643.jpg,vision_detector/dataset/safe/safe_00643.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,val
IMG_SAFE_00928,safe_00928.jpg,vision_detector/dataset/safe/safe_00928.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_SAFE_00269,safe_00269.jpg,vision_detector/dataset/safe/safe_00269.jpg,0,SAFE,benign_nature_visual,500,375,JPEG,train
IMG_JAIL_00032,jailbreak_00032.jpg,vision_detector/dataset/jailbreak/jailbreak_00032.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00424,jailbreak_00424.jpg,vision_detector/dataset/jailbreak/jailbreak_00424.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00904,jailbreak_00904.jpg,vision_detector/dataset/jailbreak/jailbreak_00904.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00768,jailbreak_00768.jpg,vision_detector/dataset/jailbreak/jailbreak_00768.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00971,jailbreak_00971.jpg,vision_detector/dataset/jailbreak/jailbreak_00971.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_SAFE_00360,safe_00360.jpg,vision_detector/dataset/safe/safe_00360.jpg,0,SAFE,benign_nature_visual,640,426,JPEG,train
IMG_JAIL_00658,jailbreak_00658.jpg,vision_detector/dataset/jailbreak/jailbreak_00658.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_JAIL_00011,jailbreak_00011.jpg,vision_detector/dataset/jailbreak/jailbreak_00011.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_SAFE_00570,safe_00570.jpg,vision_detector/dataset/safe/safe_00570.jpg,0,SAFE,benign_nature_visual,480,640,JPEG,train
IMG_SAFE_00777,safe_00777.jpg,vision_detector/dataset/safe/safe_00777.jpg,0,SAFE,benign_nature_visual,612,612,JPEG,test
IMG_JAIL_00114,jailbreak_00114.jpg,vision_detector/dataset/jailbreak/jailbreak_00114.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_JAIL_00955,jailbreak_00955.jpg,vision_detector/dataset/jailbreak/jailbreak_00955.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00621,jailbreak_00621.jpg,vision_detector/dataset/jailbreak/jailbreak_00621.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_JAIL_00329,jailbreak_00329.jpg,vision_detector/dataset/jailbreak/jailbreak_00329.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_JAIL_00345,jailbreak_00345.jpg,vision_detector/dataset/jailbreak/jailbreak_00345.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_SAFE_00699,safe_00699.jpg,vision_detector/dataset/safe/safe_00699.jpg,0,SAFE,benign_nature_visual,640,439,JPEG,val
IMG_SAFE_00162,safe_00162.jpg,vision_detector/dataset/safe/safe_00162.jpg,0,SAFE,benign_nature_visual,426,640,JPEG,test
IMG_JAIL_00208,jailbreak_00208.jpg,vision_detector/dataset/jailbreak/jailbreak_00208.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00837,jailbreak_00837.jpg,vision_detector/dataset/jailbreak/jailbreak_00837.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_SAFE_00982,safe_00982.jpg,vision_detector/dataset/safe/safe_00982.jpg,0,SAFE,benign_nature_visual,640,427,JPEG,val
IMG_SAFE_00607,safe_00607.jpg,vision_detector/dataset/safe/safe_00607.jpg,0,SAFE,benign_nature_visual,640,640,JPEG,train
IMG_JAIL_00021,jailbreak_00021.jpg,vision_detector/dataset/jailbreak/jailbreak_00021.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,test
IMG_JAIL_00264,jailbreak_00264.jpg,vision_detector/dataset/jailbreak/jailbreak_00264.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00484,jailbreak_00484.jpg,vision_detector/dataset/jailbreak/jailbreak_00484.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00812,jailbreak_00812.jpg,vision_detector/dataset/jailbreak/jailbreak_00812.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_SAFE_00101,safe_00101.jpg,vision_detector/dataset/safe/safe_00101.jpg,0,SAFE,benign_nature_visual,640,415,JPEG,train
IMG_JAIL_00080,jailbreak_00080.jpg,vision_detector/dataset/jailbreak/jailbreak_00080.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_SAFE_00604,safe_00604.jpg,vision_detector/dataset/safe/safe_00604.jpg,0,SAFE,benign_nature_visual,500,333,JPEG,train
IMG_JAIL_00574,jailbreak_00574.jpg,vision_detector/dataset/jailbreak/jailbreak_00574.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,val
IMG_SAFE_00327,safe_00327.jpg,vision_detector/dataset/safe/safe_00327.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_JAIL_00529,jailbreak_00529.jpg,vision_detector/dataset/jailbreak/jailbreak_00529.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_SAFE_00232,safe_00232.jpg,vision_detector/dataset/safe/safe_00232.jpg,0,SAFE,benign_nature_visual,640,516,JPEG,train
IMG_SAFE_00474,safe_00474.jpg,vision_detector/dataset/safe/safe_00474.jpg,0,SAFE,benign_nature_visual,500,332,JPEG,train
IMG_JAIL_00139,jailbreak_00139.jpg,vision_detector/dataset/jailbreak/jailbreak_00139.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,test
IMG_JAIL_00655,jailbreak_00655.jpg,vision_detector/dataset/jailbreak/jailbreak_00655.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,val
IMG_SAFE_00496,safe_00496.jpg,vision_detector/dataset/safe/safe_00496.jpg,0,SAFE,benign_nature_visual,640,478,JPEG,train
IMG_JAIL_00501,jailbreak_00501.jpg,vision_detector/dataset/jailbreak/jailbreak_00501.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_JAIL_00196,jailbreak_00196.jpg,vision_detector/dataset/jailbreak/jailbreak_00196.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_SAFE_00222,safe_00222.jpg,vision_detector/dataset/safe/safe_00222.jpg,0,SAFE,benign_nature_visual,640,427,JPEG,train
IMG_SAFE_00481,safe_00481.jpg,vision_detector/dataset/safe/safe_00481.jpg,0,SAFE,benign_nature_visual,640,427,JPEG,train
IMG_JAIL_00561,jailbreak_00561.jpg,vision_detector/dataset/jailbreak/jailbreak_00561.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,test
IMG_JAIL_00773,jailbreak_00773.jpg,vision_detector/dataset/jailbreak/jailbreak_00773.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,test
IMG_JAIL_00945,jailbreak_00945.jpg,vision_detector/dataset/jailbreak/jailbreak_00945.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,val
IMG_SAFE_00451,safe_00451.jpg,vision_detector/dataset/safe/safe_00451.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_SAFE_00961,safe_00961.jpg,vision_detector/dataset/safe/safe_00961.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_JAIL_00669,jailbreak_00669.jpg,vision_detector/dataset/jailbreak/jailbreak_00669.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_JAIL_00426,jailbreak_00426.jpg,vision_detector/dataset/jailbreak/jailbreak_00426.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_JAIL_00516,jailbreak_00516.jpg,vision_detector/dataset/jailbreak/jailbreak_00516.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00665,jailbreak_00665.jpg,vision_detector/dataset/jailbreak/jailbreak_00665.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,train
IMG_JAIL_00159,jailbreak_00159.jpg,vision_detector/dataset/jailbreak/jailbreak_00159.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00238,jailbreak_00238.jpg,vision_detector/dataset/jailbreak/jailbreak_00238.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_JAIL_00859,jailbreak_00859.jpg,vision_detector/dataset/jailbreak/jailbreak_00859.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_SAFE_00535,safe_00535.jpg,vision_detector/dataset/safe/safe_00535.jpg,0,SAFE,benign_nature_visual,552,346,JPEG,train
IMG_JAIL_00287,jailbreak_00287.jpg,vision_detector/dataset/jailbreak/jailbreak_00287.jpg,1,JAILBREAK,terminal_code_injection,512,512,JPEG,train
IMG_JAIL_00701,jailbreak_00701.jpg,vision_detector/dataset/jailbreak/jailbreak_00701.jpg,1,JAILBREAK,scenic_text_overlay,512,512,JPEG,test
IMG_SAFE_00862,safe_00862.jpg,vision_detector/dataset/safe/safe_00862.jpg,0,SAFE,benign_nature_visual,500,333,JPEG,train
IMG_SAFE_00016,safe_00016.jpg,vision_detector/dataset/safe/safe_00016.jpg,0,SAFE,benign_nature_visual,640,481,JPEG,train
IMG_SAFE_00067,safe_00067.jpg,vision_detector/dataset/safe/safe_00067.jpg,0,SAFE,benign_nature_visual,425,640,JPEG,train
IMG_SAFE_00002,safe_00002.jpg,vision_detector/dataset/safe/safe_00002.jpg,0,SAFE,benign_nature_visual,640,407,JPEG,test
IMG_JAIL_00762,jailbreak_00762.jpg,vision_detector/dataset/jailbreak/jailbreak_00762.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_SAFE_00239,safe_00239.jpg,vision_detector/dataset/safe/safe_00239.jpg,0,SAFE,benign_nature_visual,375,500,JPEG,train
IMG_JAIL_00948,jailbreak_00948.jpg,vision_detector/dataset/jailbreak/jailbreak_00948.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_JAIL_00254,jailbreak_00254.jpg,vision_detector/dataset/jailbreak/jailbreak_00254.jpg,1,JAILBREAK,high_contrast_typographic,512,512,JPEG,train
IMG_SAFE_00319,safe_00319.jpg,vision_detector/dataset/safe/safe_00319.jpg,0,SAFE,benign_nature_visual,640,427,JPEG,train
IMG_JAIL_00404,jailbreak_00404.jpg,vision_detector/dataset/jailbreak/jailbreak_00404.jpg,1,JAILBREAK,system_dialog_injection,512,512,JPEG,train
IMG_SAFE_00134,safe_00134.jpg,vision_detector/dataset/safe/safe_00134.jpg,0,SAFE,benign_nature_visual,640,413,JPEG,train
IMG_SAFE_00627,safe_00627.jpg,vision_detector/dataset/safe/safe_00627.jpg,0,SAFE,benign_nature_visual,640,480,JPEG,train
IMG_SAFE_00642,safe_00642.jpg,vision_detector/dataset/safe/safe_00642.jpg,0,SAFE,benign_nature_visual,448,336,JPEG,val
